Designation,Resource Allocation,Mental Fatigue Score,Company Type_Service,WFH Setup Available_Yes,Gender_Male
0.7233266554777076,0.25018501022520323,-0.06177257807155101,0.7247063197480715,-1.0822969067497545,1.0515053164015444
-0.15932992439207924,0.25018501022520323,-0.9414810558343047,0.7247063197480715,-1.0822969067497545,-0.9510175406646486
0.7233266554777076,0.25018501022520323,0.9731785722375713,0.7247063197480715,-1.0822969067497545,-0.9510175406646486
-1.0419865042618661,-1.2145679313137445,-0.5792481532261121,-1.3798692970521191,-1.0822969067497545,-0.9510175406646486
-0.15932992439207924,0.7384359907381858,1.180168802299396,-1.3798692970521191,0.9239608777993273,1.0515053164015444
2.4886398152172813,2.2031889322771336,1.231916359814852,0.7247063197480715,-1.0822969067497545,1.0515053164015444
2.4886398152172813,2.2031889322771336,1.231916359814852,0.7247063197480715,-1.0822969067497545,1.0515053164015444
1.6059832353474943,1.2266869712511683,1.5424017049075884,-1.3798692970521191,-1.0822969067497545,-0.9510175406646486
-1.0419865042618661,-1.2145679313137445,-2.1316748786897954,0.7247063197480715,0.9239608777993273,1.0515053164015444
-1.0419865042618661,-1.2145679313137445,0.24871276702118594,-1.3798692970521191,0.9239608777993273,1.0515053164015444
1.6059832353474943,1.714937951764151,1.749391934969413,0.7247063197480715,-1.0822969067497545,-0.9510175406646486
-1.0419865042618661,-0.7263169508007619,-0.9414810558343047,0.7247063197480715,0.9239608777993273,1.0515053164015444
0.7233266554777076,1.2266869712511683,0.4039554395675542,0.7247063197480715,-1.0822969067497545,1.0515053164015444
1.6059832353474943,1.2266869712511683,0.8696834572066594,-1.3798692970521191,-1.0822969067497545,1.0515053164015444
1.6059832353474943,1.714937951764151,1.594149262423045,0.7247063197480715,-1.0822969067497545,1.0515053164015444
0.7233266554777076,0.7384359907381858,0.766188342175747,0.7247063197480715,-1.0822969067497545,1.0515053164015444
0.7233266554777076,-0.23806597028777932,0.3004603245366419,0.7247063197480715,0.9239608777993273,-0.9510175406646486
-0.15932992439207924,-0.23806597028777932,-0.7344908257724804,0.7247063197480715,-1.0822969067497545,1.0515053164015444
-1.9246430841316529,-1.702818911826727,-1.6141993035352342,-1.3798692970521191,-1.0822969067497545,1.0515053164015444
0.7233266554777076,-0.23806597028777932,-0.26876280813337516,0.7247063197480715,0.9239608777993273,1.0515053164015444
1.6059832353474943,1.714937951764151,1.2836639173303077,-1.3798692970521191,-1.0822969067497545,1.0515053164015444
0.7233266554777076,0.25018501022520323,0.3004603245366419,-1.3798692970521191,0.9239608777993273,-0.9510175406646486
0.7233266554777076,0.7384359907381858,0.8696834572066594,0.7247063197480715,0.9239608777993273,-0.9510175406646486
-1.0419865042618661,-1.2145679313137445,0.19696520950572957,-1.3798692970521191,-1.0822969067497545,-0.9510175406646486
0.7233266554777076,0.25018501022520323,0.19696520950572957,-1.3798692970521191,-1.0822969067497545,-0.9510175406646486
-0.15932992439207924,-0.23806597028777932,-0.4757530381951998,0.7247063197480715,0.9239608777993273,1.0515053164015444
1.6059832353474943,1.2266869712511683,1.3871590323612206,-1.3798692970521191,0.9239608777993273,1.0515053164015444
0.7233266554777076,0.7384359907381858,0.0934700944748177,0.7247063197480715,0.9239608777993273,-0.9510175406646486
-1.0419865042618661,-1.702818911826727,-0.9414810558343047,0.7247063197480715,-1.0822969067497545,1.0515053164015444
1.6059832353474943,0.7384359907381858,-0.010025020556094617,0.7247063197480715,0.9239608777993273,1.0515053164015444
-1.0419865042618661,-1.702818911826727,-1.2002188434115855,-1.3798692970521191,-1.0822969067497545,-0.9510175406646486
1.6059832353474943,1.2266869712511683,0.7144407846602907,0.7247063197480715,0.9239608777993273,1.0515053164015444
-0.15932992439207924,0.25018501022520323,-0.6309957107415681,0.7247063197480715,0.9239608777993273,-0.9510175406646486
-1.0419865042618661,-1.2145679313137445,0.14521765199027364,0.7247063197480715,0.9239608777993273,-0.9510175406646486
-0.15932992439207924,-0.23806597028777932,-0.5275005957106558,0.7247063197480715,0.9239608777993273,1.0515053164015444
-0.15932992439207924,0.7384359907381858,0.5074505545984666,-1.3798692970521191,0.9239608777993273,-0.9510175406646486
-0.15932992439207924,-0.23806597028777932,-0.5792481532261121,0.7247063197480715,-1.0822969067497545,-0.9510175406646486
0.7233266554777076,0.25018501022520323,0.8179358996912031,-1.3798692970521191,0.9239608777993273,-0.9510175406646486
0.7233266554777076,0.7384359907381858,0.3004603245366419,0.7247063197480715,0.9239608777993273,1.0515053164015444
0.7233266554777076,1.2266869712511683,1.12842124478394,-1.3798692970521191,-1.0822969067497545,1.0515053164015444
